9978	Minmatar Security Officer 1st Rank	Police Drone	This is a security vessel of the Minmatar Security Service. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Deadly
9983	Gallente Police Master Sergeant	Police Drone	This is a security vessel of the Gallente Federation Fleet. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Deadly
9984	Gallente Police Captain	Police Drone	This is a security vessel of the Gallente Federation Fleet. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Deadly
9987	Khanid Surveillance Officer	Police Drone	This is a security vessel of the Royal Khanid Navy. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Very high
9988	Khanid Surveillance Sergeant	Police Drone	This is a security vessel of the Royal Khanid Navy. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Extreme
9989	Minmatar Security Officer 3rd Rank	Police Drone	This is a security vessel of the Minmatar Security Service. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Significant
9991	Gallente Police Sergeant	Police Drone	This is a security vessel of the Gallente Federation Fleet. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Very high
10035	CONCORD SWAT Officer	Police Drone	This is a security vessel of CONCORD. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises.
10036	CONCORD SWAT Captain	Police Drone	This is a security vessel of CONCORD. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises.
10097	Ammatar Surveillance Officer	Police Drone	This is a security vessel of the Ammatar Fleet. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Very high
10099	Ammatar Surveillance Sergeant Major	Police Drone	This is a security vessel of the Ammatar Fleet. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Deadly
10100	Ammatar Surveillance Sergeant	Police Drone	This is a security vessel of the Ammatar Fleet. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Extreme
10102	Sarum Surveillance Officer	Police Drone	This is a security vessel of the Sarum Family. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Very high
10104	Sarum Surveillance Sergeant Major	Police Drone	This is a security vessel of the Sarum Family. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Deadly
10105	Sarum Surveillance Sergeant	Police Drone	This is a security vessel of the Sarum Family. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Extreme
10660	Caldari Police 2nd Lieutenant	Police Drone	This is a security vessel of the Caldari Police Force. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Deadly
10674	Khanid Surveillance Sergeant Major	Police Drone	This is a security vessel of the Royal Khanid Navy. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Deadly
11126	CONCORD SWAT Commander	Police Drone	The Concord battleships were built by a joint effort of the empires, each empire investing it with their own special technologies. Although this makes them a bit mismatched, their performance leaves no doubt about their awesome power.
11515	Amarr Surveillance General Major	Police Drone	This is a security vessel of the Amarr Navy. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Extreme
11516	Sarum Surveillance General Major	Police Drone	This is a security vessel of the Sarum Family. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Extreme
11517	Ammatar Surveillance General Major	Police Drone	This is a security vessel of the Ammatar Fleet. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Extreme
11518	Khanid Surveillance General Major	Police Drone	This is a security vessel of the Royal Khanid Navy. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Extreme
11519	Gallente Police Major	Police Drone	This is a security vessel of the Gallente Federation Fleet. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Extreme
11520	Minmatar Security High Captain	Police Drone	This is a security vessel of the Minmatar Security Service. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Extreme
11521	Caldari Police Commissioner	Police Drone	This is a security vessel of the Caldari Police Force. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Deadly
32380	Roden Police Major	Police Drone	The Gallente government contracted this vessel from Roden Shipyards in order to bolster security in Federation space. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Extreme
32381	Roden Police Sergeant	Police Drone	The Gallente government contracted this vessel from Roden Shipyards in order to bolster the security in Federation space . It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Very high
12245	Angel Fugitive	Pirate Drone	This is a fighter for the Arch Angels. It is protecting the assets of Arch Angels and may attack anyone it perceives as a threat or easy pickings. Threat level: Very low
12246	Blood Fugitive	Pirate Drone	This is a fighter for the Blood Raiders. It is protecting the assets of Blood Raiders and may attack anyone it perceives as a threat or easy pickings. Threat level: Very low
12248	Sansha's Fugitive	Pirate Drone	This is a fighter for Sansha's Nation. It is protecting the assets of Sansha's Nation and may attack anyone it perceives as a threat or easy pickings. Threat level: Low
12249	Serpentis Fugitive	Pirate Drone	This is a fighter for the Serpentis Corporation. It is protecting the assets of the Serpentis Corporation and may attack anyone it perceives as a threat or easy pickings. Threat level: Very low
21845	Automated Coreli Training Vessel	Pirate Drone	This is a captured frigate from the Core deadspace division of the Serpentis Corporation. It has been modified by CONCORD to serve as target practice for pilots fresh out of the Flight Academy.
21846	Automated Gisti Training Vessel	Pirate Drone	This is a captured frigate from the Gisti deadspace division of the Angel Cartel. It has been modified by CONCORD to serve as target practice for pilots fresh out of the Flight Academy.
21847	Automated Corpii Training Vessel	Pirate Drone	This is a captured frigate from the Corpus deadspace division of the Blood Raider pirates. It has been modified by CONCORD to serve as target practice for pilots fresh out of the Flight Academy.
21848	Automated Pithi Training Vessel	Pirate Drone	This is a captured frigate from the Pith deadspace division of the Guristas Pirates. It has been modified by CONCORD to serve as target practice for pilots fresh out of the Flight Academy.
21849	Automated Centii Training Vessel	Pirate Drone	This is a captured frigate from the Centus deadspace pirates of Sansha's Nation. It has been modified by CONCORD to serve as target practice for pilots fresh out of the Flight Academy.
22053	Automated Centii Keyholder	Pirate Drone	This is a captured frigate from the Centus deadspace pirates of Sansha's Nation. It has been modified by CONCORD to serve as target practice for pilots fresh out of the Flight Academy. Judging by its name, it should carry some kind of key for the gate.
25215	Apocalypse 125ms 2500m	Pirate Drone	This is a fighter for the Blood Raiders. It is protecting the assets of Blood Raiders and may attack anyone it perceives as a threat or easy pickings. Threat level: Deadly
27801	Petty Thief	Pirate Drone	This is an outlaw vessel that thrives by preying on the weak and unwary. Threat level: Very low
3457	Test LCO Drone	LCO Drone	NULL
2010	Rebel Leader	Tutorial Drone	Terrorist Leader.
2052	Mercenary Trainee	Tutorial Drone	This is a mercenary fighter.  Its faction alignment is unknown.  It may be aggressive, depending on its assignment.  Threat level: Moderate
3548	Insurance Teaching Drone	Tutorial Drone	Teaching new captains how to manage their ships in order to reduce accidents and decrease premiums for happiness all around.
30365	Webber Drone	Tutorial Drone	These webifier drones were developed by the Gallentean research and development firm CreoDron, who are renowned across the cluster for high quality drone manufacture. The patent was sold to all of the other empires early after the rise of the capsuleer. Since that time, these and other similar drones have seen use in various training programs, most usually focused on familiarizing a pilot with advanced combat techniques such as, in this case, dealing with Stasis Webification on the battlefield. 
30366	Runner Drone	Tutorial Drone	These Runner drones were first engineered by Serpentis scientists, who originally used them as forward scouts in systems bordering Gallentean space. Over time, Federation Navy scouts discovered their presence and soon enough, reverse-engineered their own variants. Since then, these and other similar drones have seen use in various training programs, most usually focused on familiarizing a pilot with advanced combat techniques on the battlefield. 
30369	Angel Rookie	Tutorial Drone	This is a fighter for the Angel Cartel. It is protecting the assets of the Angel Cartel and may attack anyone it perceives as a threat or easy pickings. Threat level: Very low
30379	Blood Raider Rookie	Tutorial Drone	This is a fighter for the Blood Raiders. It is protecting the assets of Blood Raiders and may attack anyone it perceives as a threat or easy pickings. Threat level: Very low
30380	Guristas Rookie	Tutorial Drone	This is a fighter for the Guristas. It is protecting the assets of Guristas and may attack anyone it perceives as a threat or easy pickings. Threat level: Very low
30381	Serpentis Rookie	Tutorial Drone	This is a fighter for the Serpentis Corporation. It is protecting the assets of the Serpentis Corporation and may attack anyone it perceives as a threat or easy pickings. Threat level: Very low
32471	Damaged Vessel	Tutorial Drone	This luxury space liner appears to have suffered heavy damage in an earlier firefight. Although still intact, it will need some repairs before the Warp Drive becomes functional again.
10649	Training Drone	Rogue Drone	This weak but hostile training drone allows rookie-pilots to experience combat without too much risk. Threat level: Very low
13323	Rogue Drone	Rogue Drone	This is an unmanned drone.  It appears to be controlled by an artificial intelligence system.  Caution is advised when approaching such vessels.  Threat level: Moderate
16693	Enhanced Training Drone	Rogue Drone	This weak but hostile training drone allows rookie-pilots to experience combat without too much risk. This is the enhanced version of the original Training Drone prototype. Threat level: Very low
3883	DED Army Officer	Faction Drone	This is a security vessel of CONCORD. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises.
3886	DED Army Captain	Faction Drone	This is a security vessel of CONCORD. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises.
9997	Imperial Navy Sergeant Major	Faction Drone	This is a security vessel of the Imperial Navy. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Significant
9998	Imperial Navy Sergeant	Faction Drone	This is a security vessel of the Imperial Navy. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Moderate
9999	Imperial Navy Captain	Faction Drone	This is a security vessel of the Imperial Navy. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Very high
10000	Imperial Navy Major	Faction Drone	This is a security vessel of the Imperial Navy. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Extreme
10001	Imperial Navy Colonel	Faction Drone	This is a security vessel of the Imperial Navy. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Deadly
10003	Imperial Navy General	Faction Drone	This is a security vessel of the Imperial Navy. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Deadly
10046	Caldari Navy Captain 2nd Rank	Faction Drone	This is a security vessel of the Caldari Navy. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Significant
10047	Caldari Navy Captain 1st Rank	Faction Drone	This is a security vessel of the Caldari Navy. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: High
10048	Caldari Navy Commodore	Faction Drone	This is a security vessel of the Caldari Navy. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Very high
10050	Caldari Navy Vice Admiral	Faction Drone	This is a security vessel of the Caldari Navy. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Extreme
10052	Federation Navy Command Sergeant Major	Faction Drone	This is a security vessel of the Gallente Federation Navy. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Very high
10053	Federation Navy Fleet Captain	Faction Drone	This is a security vessel of the Gallente Federation Navy. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Extreme
10054	Federation Navy Sergeant Major	Faction Drone	This is a security vessel of the Gallente Federation Navy. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: High
10056	Federation Navy Fleet Major	Faction Drone	This is a security vessel of the Gallente Federation Navy. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Deadly
10057	Federation Navy Fleet Colonel	Faction Drone	This is a security vessel of the Gallente Federation Navy. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Deadly
10058	Republic Fleet Private 3rd Rank	Faction Drone	This is a security vessel of the Minmatar Republic Fleet. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Moderate
10060	Republic Fleet Captain	Faction Drone	This is a security vessel of the Minmatar Republic Fleet. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Extreme
10076	Khanid Navy Sergeant	Faction Drone	This is a security vessel of the Royal Khanid Navy. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Moderate
10077	Republic Fleet Commander	Faction Drone	This is a security vessel of the Minmatar Republic Fleet. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Deadly
10078	Republic Fleet High Captain	Faction Drone	This is a security vessel of the Minmatar Republic Fleet. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Extreme
10079	Khanid Navy Sergeant Major	Faction Drone	This is a security vessel of the Royal Khanid Navy. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Moderate
10080	Khanid Navy Major	Faction Drone	This is a security vessel of the Royal Khanid Navy. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Extreme
10082	Khanid Navy Colonel	Faction Drone	This is a security vessel of the Royal Khanid Navy. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Deadly
10083	Khanid Navy General	Faction Drone	This is a security vessel of the Royal Khanid Navy. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Deadly
10084	Ammatar Navy Sergeant	Faction Drone	This is a security vessel of the Ammatar Fleet. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Moderate
10085	Ammatar Navy Sergeant Major	Faction Drone	This is a security vessel of the Ammatar Fleet. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Significant
10086	Ammatar Navy Major	Faction Drone	This is a security vessel of the Ammatar Fleet. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Extreme
10089	Ammatar Navy General	Faction Drone	This is a security vessel of the Ammatar Fleet. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Deadly
10090	Sarum Navy Sergeant	Faction Drone	This is a security vessel of the Sarum Family. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Moderate
10091	Sarum Navy Major	Faction Drone	This is a security vessel of the Sarum Family. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Extreme
10092	Sarum Navy Captain	Faction Drone	This is a security vessel of the Sarum Family. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Very high
10095	Sarum Navy General	Faction Drone	This is a security vessel of the Sarum Family. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Deadly
10106	Intaki Defense Sergeant Major	Faction Drone	This is a security vessel of the Intaki Space Police. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: High
10107	Intaki Defense Command Sergeant Major	Faction Drone	This is a security vessel of the Intaki Space Police. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Very high
10108	Intaki Defense Fleet Captain	Faction Drone	This is a security vessel of the Intaki Space Police. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Extreme
10109	Intaki Defense Fleet Colonel	Faction Drone	This is a security vessel of the Intaki Space Police. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Deadly
10111	Thukker Brute	Faction Drone	This is a security vessel of the Thukker Mix. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Significant
10112	Thukker Warrior	Faction Drone	This is a security vessel of the Thukker Mix. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: High
10113	Thukker Tribal Lord	Faction Drone	This is a security vessel of the Thukker Mix. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Deadly
10125	Mordu's Lieutenant 3rd Rank	Faction Drone	This is a security vessel of the Mordu's Legion. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Moderate
10126	Mordu's Lieutenant 2nd Rank	Faction Drone	This is a security vessel of the Mordu's Legion. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Significant
10133	Mordu's Lieutenant	Faction Drone	This is a security vessel of the Mordu's Legion. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Very high
10134	Mordu's Captain	Faction Drone	This is a security vessel of the Mordu's Legion. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Deadly
10650	Ammatar Navy Captain	Faction Drone	This is a security vessel of the Ammatar Fleet. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Very high
10651	Caldari Navy Captain 3rd Rank	Faction Drone	This is a security vessel of the Caldari Navy. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Moderate
10652	Federation Navy First Sergeant	Faction Drone	This is a security vessel of the Gallente Federation Navy. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Moderate
10653	Intaki Defense First Sergeant	Faction Drone	This is a security vessel of the Intaki Space Police. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Moderate
10654	Mordu's Lieutenant 1st Rank	Faction Drone	This is a security vessel of the Mordu's Legion. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Very high
10655	Mordu's Legion	Faction Drone	This is a security vessel of the Mordu's Legion. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Deadly
10656	Sarum Navy Sergeant Major	Faction Drone	This is a security vessel of the Sarum Family. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: High
10657	Thukker Tribalist	Faction Drone	This is a security vessel of the Thukker Mix. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Extreme
10658	Thukker Tribal Priest	Faction Drone	This is a security vessel of the Thukker Mix. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Deadly
10663	Republic Fleet Private 1st Rank	Faction Drone	This is a security vessel of the Minmatar Republic Fleet. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: High
10664	Republic Fleet Private 2nd Rank	Faction Drone	This is a security vessel of the Minmatar Republic Fleet. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Significant
10669	Ammatar Navy Colonel	Faction Drone	This is a security vessel of the Ammatar Fleet. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Deadly
10670	Khanid Navy Captain	Faction Drone	This is a security vessel of the Royal Khanid Navy. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Very high
10676	Sarum Navy Colonel	Faction Drone	This is a security vessel of the Sarum Family. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Deadly
10677	Intaki Defense Fleet Major	Faction Drone	This is a security vessel of the Intaki Space Police. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Deadly
11127	DED Army Commander	Faction Drone	This is a security vessel of CONCORD. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises.
11137	Imperial Navy Fleet Marshall	Faction Drone	This is a security vessel of the Imperial Navy. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Significant
11138	Caldari Navy Fleet Admiral	Faction Drone	This is a security vessel of the Caldari Navy. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Moderate
11139	Federation Navy Fleet General	Faction Drone	This is a security vessel of the Gallente Federation Navy. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Moderate
11140	Republic Fleet High Commander	Faction Drone	This is a security vessel of the Minmatar Republic Fleet. It is patrolling this sector and will respond to any combat it detects. It can call in reinforcements from nearby sectors if the need arises. Threat level: Significant
24265	Thukker Wingman	Faction Drone	This is a support fighter, which usually acts as backup for larger and more powerfull ships.  Beware of its deadly warp scrambling ability. Threat level: Very high
10043	Peddler	Convoy	Convoys are a common sight in the universe of EVE, ferrying goods from one place to another. Convoys usually have armed escorts, so attacking them is risky.
10044	Column	Convoy	Convoys are a common sight in the universe of EVE, ferrying goods from one place to another. Convoys usually have armed escorts, so attacking them is risky.
10045	Vanguard	Convoy	Convoys are a common sight in the universe of EVE, ferrying goods from one place to another. Convoys usually have armed escorts, so attacking them is risky.
10114	Tradesman	Convoy	Convoys are a common sight in the universe of EVE, ferrying goods from one place to another. Convoys usually have armed escorts, so attacking them is risky.
10115	Merchant	Convoy	Convoys are a common sight in the universe of EVE, ferrying goods from one place to another. Convoys usually have armed escorts, so attacking them is risky.
10116	Trafficker	Convoy	Convoys are a common sight in the universe of EVE, ferrying goods from one place to another. Convoys usually have armed escorts, so attacking them is risky.
10117	Caravan	Convoy	Convoys are a common sight in the universe of EVE, ferrying goods from one place to another. Convoys usually have armed escorts, so attacking them is risky.
10118	Flotilla	Convoy	Convoys are a common sight in the universe of EVE, ferrying goods from one place to another. Convoys usually have armed escorts, so attacking them is risky.
10823	Retailer	Convoy	Convoys are a common sight in the universe of EVE, ferrying goods from one place to another. Convoys usually have armed escorts, so attacking them is risky.
10824	Chafferer	Convoy	Convoys are a common sight in the universe of EVE, ferrying goods from one place to another. Convoys usually have armed escorts, so attacking them is risky.
10825	Trailer	Convoy	Convoys are a common sight in the universe of EVE, ferrying goods from one place to another. Convoys usually have armed escorts, so attacking them is risky.
10826	Hauler	Convoy	Convoys are a common sight in the universe of EVE, ferrying goods from one place to another. Convoys usually have armed escorts, so attacking them is risky.
10827	Trader	Convoy	Convoys are a common sight in the universe of EVE, ferrying goods from one place to another. Convoys usually have armed escorts, so attacking them is risky.
10828	Courier	Convoy	Convoys are a common sight in the universe of EVE, ferrying goods from one place to another. Convoys usually have armed escorts, so attacking them is risky.
10829	Purveyor	Convoy	Convoys are a common sight in the universe of EVE, ferrying goods from one place to another. Convoys usually have armed escorts, so attacking them is risky.
10830	Carrier	Convoy	Convoys are a common sight in the universe of EVE, ferrying goods from one place to another. Convoys usually have armed escorts, so attacking them is risky.
10831	Hawker	Convoy	Convoys are a common sight in the universe of EVE, ferrying goods from one place to another. Convoys usually have armed escorts, so attacking them is risky.
10832	Huckster	Convoy	Convoys are a common sight in the universe of EVE, ferrying goods from one place to another. Convoys usually have armed escorts, so attacking them is risky.
10833	Patronager	Convoy	Convoys are a common sight in the universe of EVE, ferrying goods from one place to another. Convoys usually have armed escorts, so attacking them is risky.
10834	Chandler	Convoy	Convoys are a common sight in the universe of EVE, ferrying goods from one place to another. Convoys usually have armed escorts, so attacking them is risky.
20716	Vendor	Convoy	Convoys are a common sight in the universe of EVE, ferrying goods from one place to another. Convoys usually have armed escorts, so attacking them is risky.
20717	Bursar	Convoy	Convoys are a common sight in the universe of EVE, ferrying goods from one place to another. Convoys usually have armed escorts, so attacking them is risky.
20718	Auctioneer	Convoy	Convoys are a common sight in the universe of EVE, ferrying goods from one place to another. Convoys usually have armed escorts, so attacking them is risky.
20719	Marketeer	Convoy	Convoys are a common sight in the universe of EVE, ferrying goods from one place to another. Convoys usually have armed escorts, so attacking them is risky.
9869	Loiterer I	Convoy Drone	NULL
10999	Convoy Escort	Convoy Drone	Entity: The Condor is fast and agile. It has limited cargo space so it's not very suitable for trading or mining. It is best used as an assault vessel in a hit-and-run type of operations. Special Ability: 5% bonus to shield capacity and hybrid turret range per skill level.
11000	Convoy Protector	Convoy Drone	Entity: The Griffin is much used by the Caldari Navy as a support vessel in combat squadrons, using its impressive array of electronic gadgetry to disrupt the operation of target ships, making them easy prey for traditional combat vessels. Special Ability: 5% bonus to hybrid turret range and CPU output per skill level.
